epoch,train_loss,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg,val_AP,val_AP50,val_AP75,lr,grad_norm,secs
0,27.848345090886077,0.965292177045952,0.6277720337722473,0.6221600760242896,17.687537563708194,6.690039111858981,0.0002951489575629244,0.0010977059244385978,0.0,8.030320733561173e-06,nan,280.1042101383209
1,2.3709586373346294,0.40617846578225764,0.2538621648923009,0.4254797024284294,0.4317702327124373,0.34594372728516065,0.004425262515043144,0.0195843953263231,0.0004782639916439432,8.121263781184625e-06,76.59815601531616,147.46600937843323
2,1.9867294769801065,0.33989576387503545,0.2488450925061089,0.39140689640701887,0.2691649644395816,0.23972656665520442,0.03094356817922531,0.09101785388016619,0.01490779097004246,8.272771695788737e-06,45.46157808360939,142.5953950881958
3,1.8510199726341727,0.2896707325638411,0.2703961754541197,0.35641453589151006,0.1978945721102555,0.19585161326274633,0.07718366304964985,0.18481938988122928,0.05732533387618263,8.484748772558695e-06,35.80673819958807,127.02922463417053
4,1.7586528692773715,0.26783883699890737,0.26412392872759327,0.33503068903249184,0.17287507261118912,0.19053647891495623,0.08551327037542808,0.19998864182712564,0.06361189879526555,8.757061109401526e-06,32.787092334496045,129.65172219276428
5,1.7771633472628223,0.273925516698621,0.28461381866635677,0.3194221778365666,0.1468342860483057,0.183139917879884,0.1195745732583171,0.26647423365467676,0.09213716351234821,9.089536691529455e-06,29.624060550849595,120.83798170089722
6,1.78246530997539,0.27301500648438576,0.29471163508554776,0.30932081477370804,0.13520838680933647,0.18078620087154612,0.14228945635669862,0.29733588841812975,0.12255454916068521,9.48196550011867e-06,29.2947965153677,122.19477200508118
7,1.7321561785515196,0.260406293075331,0.28978087556754756,0.30085375467817227,0.12197615274487476,0.17957735585444745,0.1375954467221484,0.28128968997084086,0.11118594039016223,9.934099644974526e-06,28.409304341870154,117.91366839408875
8,1.6911303409916199,0.25718277460242994,0.2879338356259162,0.2875007539095279,0.11333218196540804,0.1693131138130041,0.17807048475846954,0.3731150489367725,0.1542726473762014,1.0445653521119015e-05,28.629911756801032,138.30628442764282
9,1.638683469887979,0.2483806775403237,0.2773485564610023,0.2896250342716,0.09930091383232607,0.16933117827092448,0.17837786797851313,0.36276113075544425,0.1587591214577752,1.1016303989202603e-05,27.213268171527428,123.2661485671997
10,1.6241895065693084,0.2506902095956538,0.2773166088956202,0.27924988423278946,0.09265151772436178,0.16964807601723664,0.2008500198639969,0.3690172360455816,0.2088079745598496,1.1645690579625292e-05,25.580478573987584,132.71946144104004
11,1.660087526201488,0.25741195107648474,0.2884087379754125,0.2761888700331043,0.09056368758511579,0.17069680870979087,0.19856425204774267,0.4173691165268917,0.1405134743042871,1.233341572023881e-05,25.164275874634704,124.84604716300964
12,1.588464979640024,0.24112701333479253,0.2744417543450515,0.27509761186773907,0.08451798243878944,0.1643971091925451,0.22918907402415922,0.434524931161903,0.21494490278226064,1.3079044987485865e-05,24.577356215722546,119.8436005115509
13,1.5525005105548275,0.23831291310489178,0.2587922359621543,0.2711713770906368,0.09197226900559945,0.17466725412237563,0.23193213892403608,0.42824936156853116,0.24848498619279177,1.3882107380817536e-05,23.972683972227358,129.28024816513062
14,1.5628520644710449,0.2569765557652105,0.26435602855628837,0.26806125383891033,0.08093603710699018,0.16381012471281214,0.26927556743662556,0.47075636437746987,0.29435657403041626,1.4742095620215944e-05,23.542572132841556,123.25268459320068
15,1.5122045965608721,0.2408936218063007,0.2549618878652771,0.26199880023737865,0.08414049164014227,0.16028601445486312,0.25886514458090887,0.4589244928660356,0.28672114917872643,1.565846646663362e-05,23.70749647460298,127.68862438201904
16,1.501423537820399,0.2405712331204625,0.25560399036698356,0.26078668754257844,0.07473252241710246,0.15852112451032874,0.21233664894226684,0.4123241569151993,0.1982072121196574,1.6630641065148213e-05,22.44999445840984,114.16756701469421
17,1.4517163463873777,0.22393029635984027,0.24704886756525068,0.256235086810803,0.08169083961691362,0.14871351599615223,0.2511788214079718,0.4592112636147904,0.25199743958609605,1.7658005310614347e-05,22.280015874051763,125.00534749031067
18,1.4368471558579428,0.22526384668541838,0.2418025756438826,0.25720245297440514,0.07617989222093521,0.1527932484614702,0.26757209754617567,0.45568238137843037,0.2930727684678464,1.873991023558291e-05,22.03531938684201,120.35923743247986
19,1.4511468944078434,0.23388445111895037,0.2467455126590536,0.25849763799213366,0.0728786693425228,0.1456495944541617,0.24927207437461973,0.45062917239151673,0.26177011005439493,1.9875672420242055e-05,20.626201178499326,124.82525706291199
20,1.4330068975687027,0.23169496322530295,0.2471435604405082,0.25139996601257497,0.06763272614477615,0.1408485599952432,0.2755650794720372,0.47184303271734934,0.3254663651844907,2.106457442412117e-05,20.73992863386691,120.04938507080078
21,1.4155036685709468,0.22479369659757542,0.24432916669342333,0.25215616982854056,0.06676625580748914,0.13880004162389875,0.26181364936293344,0.47072014618658437,0.26735690050062827,2.2305865239285083e-05,19.6682694657834,132.09987688064575
22,1.361991465002477,0.21549738480703917,0.22811515856824235,0.24183086979531956,0.07644997285614501,0.14386775935539964,0.2835534656249908,0.4954055148541204,0.31049730096972034,2.3598760764732108e-05,19.54817002262184,122.7066764831543
23,1.4122765071377783,0.22829322032853513,0.23770052475665143,0.25350019933577783,0.07417163482920684,0.14320987361778845,0.2806233596190114,0.502538761376225,0.2774987341507304,2.4942444301696636e-05,19.932670207794555,122.08023881912231
24,1.4244823229170132,0.2296565630791073,0.24817553430260297,0.25257622160597476,0.0647646965065826,0.13295824385616192,0.2723052118433641,0.4750369697461304,0.28952283567282805,2.6336067069542967e-05,19.18097490893153,126.62802171707153
25,1.376364468635913,0.21482026276964986,0.23634150027559547,0.24485742836119886,0.07168418299953988,0.13597809027428712,0.2825983943783325,0.4696906506745301,0.3278908072427808,2.777874874192464e-05,19.17874695440966,120.53599452972412
26,1.3853190983840806,0.22763571899919632,0.2376564410989156,0.2420228142402843,0.0636010338872264,0.13909020115451295,0.2803942788212419,0.4682693417370339,0.3066271053217432,2.9269578002870806e-05,18.7271883273553,122.30020451545715
27,1.36506209116496,0.23351063776181308,0.23510057677676577,0.23636188737289635,0.05977206021584525,0.13011577683584596,0.30518485321481237,0.5110927983238239,0.3415742659390865,3.0807613122447986e-05,18.215364093552093,118.62759804725647
28,1.3826237254870866,0.24422855219597409,0.2393000538343798,0.2348918273241934,0.05723390859429039,0.12836927848081744,0.30733940631998813,0.4971465394588754,0.3579122599035643,3.239188255163393e-05,17.71694685599047,116.45271062850952
29,1.3946120412406806,0.23360409850009276,0.24762565336987644,0.24078467198296222,0.054929872518045444,0.12241643415708206,0.2733384251365578,0.472252295218836,0.2976199604945415,3.4021385536027546e-05,17.76051087722093,114.46426010131836
30,1.3947975974596902,0.23549471201631658,0.24594924911232052,0.23820726386087385,0.05754217566311649,0.1257057040100248,0.28626121898055734,0.5097107229378929,0.2968813107665144,3.5695092748007465e-05,18.439965133895416,111.67602515220642
31,1.34116803100723,0.22533881387110063,0.23390321367738132,0.23754964822423671,0.05174766756287197,0.12482225852265597,0.2710468932296759,0.4591202687000938,0.3023711300579834,3.7411946936939666e-05,17.44172447598623,121.96006035804749
32,1.4106534826541375,0.25190732387190096,0.24447949600411567,0.24053625704464085,0.05473036914274613,0.13004105707001734,0.3088702623243719,0.5234001629369148,0.34310458500731167,3.9170863597023584e-05,17.856441487809143,130.74719047546387
33,1.3656154992337712,0.2331877518584673,0.23955421315918782,0.2351188543224763,0.056532567849523575,0.12211368178591846,0.2895518630234633,0.46953781747854745,0.33190333026108143,4.097073165235487e-05,17.525325562425717,120.06198239326477
34,1.3508964458447017,0.22469101565148303,0.2412338792653141,0.23538955466119116,0.05089213096217425,0.11622209057649653,0.2914147876879285,0.48882314538393684,0.31867704485147663,4.281041415877209e-05,16.291920432073628,123.88810110092163
