epoch,train_loss,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg,val_AP,val_AP50,val_AP75,lr,secs
0,31.894288419821617,0.8075502426073882,0.6634332745661291,0.6790935889100344,20.249230666005868,8.168114289053177,0.0,0.0,0.0,4.065792822237815e-06,227.18545174598694
1,3.2094241942515214,0.4179283561069144,0.2487698172187905,0.42949665876096516,0.8311664076192242,0.7845233162357048,0.0,0.0,0.0,4.262990926640474e-06,88.37182545661926
2,2.226441012757817,0.36383236985671463,0.24984230547608657,0.405722600136077,0.3993379901871798,0.30802113762455124,0.0,0.0,0.0,4.5910537207151565e-06,73.80986380577087
3,1.8708120483245576,0.31033901039635736,0.22008262900858405,0.3768404326513053,0.2691321672479573,0.2542525594430178,0.0,0.0,0.0,5.04908186374961e-06,68.2888412475586
4,1.7561153584119806,0.28111376324178355,0.23360769604845194,0.3566426076529699,0.19642618851308402,0.2211097025147608,0.0,0.0,0.0,5.635819732235741e-06,62.478583335876465
5,1.8009707776553323,0.2795961287371707,0.272243851769056,0.35022178741448234,0.16791098374978117,0.18651031873870694,0.0,0.0,0.0,6.34965886199513e-06,67.62652683258057
6,1.7304057652870435,0.27577457806033095,0.26713043469133557,0.3303225369473393,0.14121138022958554,0.18170596511241352,0.0,0.0,0.0,7.1886423575707125e-06,73.32950973510742
7,1.7544617133847835,0.2804148949852044,0.28532408851613267,0.3159545046148118,0.12834408108571668,0.1737759597532665,0.0,0.0,0.0,8.150470256796402e-06,75.5072762966156
8,1.6835607288841996,0.2645201349194255,0.27116633670039153,0.3105523199128192,0.12102786437987069,0.1739614094901634,0.0,0.0,0.0,9.232505835839031e-06,73.56639432907104
9,1.6825885849706295,0.25984507632490833,0.2833236873363764,0.2985413175735747,0.11233653877849265,0.1618945874668141,0.0,0.0,0.0,1.0431782837427446e-05,73.53955245018005
10,1.662283587826496,0.2565832431093928,0.275711329849927,0.2922040813704997,0.11483183732667368,0.17153043417776956,0.0,0.0,0.0,1.1745013602454168e-05,68.05780863761902
11,1.6315207837871388,0.2657617514142009,0.2709499637475995,0.2820448223055835,0.10366897497038718,0.1671953410256663,0.0,0.0,0.0,1.3168598082657543e-05,72.14267444610596
12,1.6228728039127789,0.2577536366969062,0.2688065228279698,0.28123097421164717,0.10417468349658773,0.1732939451979696,0.0,0.0,0.0,1.469863370967725e-05,66.90734219551086
13,1.560548057539041,0.24510378550524203,0.2558609959156961,0.27948407301206907,0.09625472513564448,0.17212248530515145,0.0,0.0,0.0,1.6330926093428914e-05,75.16092944145203
14,1.481971409332239,0.23417987522076478,0.24000966105093227,0.2667989223910291,0.09626991791203234,0.1646937107072439,0.0,0.0,0.0,1.8061000520468992e-05,76.55652141571045
15,1.456178790216811,0.22969172681062416,0.23677631991616846,0.26133714295460275,0.09571739801231596,0.15910356171522735,0.0,0.0,0.0,1.988411422082933e-05,75.01136493682861
16,1.4853858796603372,0.24574896862561052,0.23767037999829607,0.26135497009069725,0.10584546084702963,0.15942533700013953,0.0,0.0,0.0,2.1795269369692923e-05,70.05577278137207
17,1.4484251352588526,0.2351943501293588,0.2302411177070838,0.2617051419601486,0.10019518150041452,0.1606071120407655,0.0,0.0,0.0,2.3789226788269058e-05,70.98614883422852
18,1.444852756826501,0.233874640636966,0.23875489473146827,0.256474395402881,0.08236826558628421,0.15587076987474088,0.0,0.0,0.0,2.5860520306308116e-05,74.04903268814087
19,1.389605811266808,0.22801033372469426,0.2257786018408514,0.2528509303000555,0.07831545880575565,0.1530932831292767,0.0,0.0,0.0,2.8003471746883672e-05,72.15015172958374
20,1.3590573973632885,0.22568076892207828,0.21657070116937588,0.25243286349984445,0.08016558092169632,0.15106607367547506,0.0,0.0,0.0,3.021220649236264e-05,78.67130041122437
21,1.376859359550134,0.2316456923671245,0.22028447600286544,0.25448753142898733,0.07894885327800694,0.1509238538760068,0.0,0.0,0.0,3.24806695888917e-05,69.8638334274292
22,1.3437196413438286,0.22737240052055657,0.21568896440102867,0.2493463346832677,0.07290795107208518,0.14702606153046116,0.0,0.0,0.0,3.4802642345251543e-05,63.315298080444336
23,1.3252432302852566,0.22032498519947868,0.21332306384541203,0.24586115599248967,0.07166989240130442,0.14741801624698786,0.0,0.0,0.0,3.717175938057551e-05,75.68996572494507
24,1.3035268174689352,0.2115410752639032,0.20763681816944238,0.2400900476286856,0.083122345584778,0.14586289454714962,0.0,0.0,0.0,3.958152607419836e-05,77.35050106048584
25,1.301413394261205,0.23279123923531844,0.20783866153201133,0.24105769402957988,0.06274583787945157,0.14130264114584043,0.0,0.0,0.0,4.202533636979891e-05,75.0373363494873
26,1.3092872689357784,0.22228741022517556,0.21450034120792977,0.23717420316483986,0.06537253190900633,0.14095209279480841,0.0,0.0,0.0,4.449649088502881e-05,71.379802942276
27,1.3132322206023777,0.22421477288988076,0.21434790896848913,0.2347353164231378,0.07113340812135362,0.14010499819832448,0.0,0.0,0.0,4.698821527698207e-05,75.42382597923279
28,1.3087196092000988,0.22679037675840788,0.21376818242932907,0.23543942890811764,0.06790097258231964,0.13728428758239666,0.0,0.0,0.0,4.9493678813159324e-05,79.11012601852417
29,1.2982417588171207,0.2223087590383856,0.2128497341098531,0.2328748450610056,0.06846774090697647,0.1360412143141869,0.0,0.0,0.0,5.200601309701642e-05,75.21323108673096
30,1.2487340486791145,0.21551594076874225,0.2039141825146296,0.23347225535714455,0.05512761486293934,0.1328756975290771,0.0,0.0,0.0,5.451833089676424e-05,78.32069778442383
31,1.22839735405582,0.20966067594703305,0.20019471103494818,0.22789471268511274,0.056995431445328724,0.13326239412757412,0.0,0.0,0.0,5.7023745025802606e-05,70.0405113697052
32,1.211907193135987,0.20757703448458614,0.1975261859515566,0.23021951043292097,0.05041020648567475,0.13112188304181804,0.0,0.0,0.0,5.951538722303052e-05,70.79030585289001
33,1.1644611479848195,0.20290177511095858,0.18312976410964496,0.2289208390139507,0.0502824064864068,0.13296683467133638,0.0,0.0,0.0,6.198642698127456e-05,68.67692708969116
34,1.1804381094195626,0.20376423774420788,0.19195868971904642,0.22357525929594724,0.04762588252484881,0.12959665684898397,0.0,0.0,0.0,6.443009027221985e-05,72.55629086494446
35,1.1864345652635018,0.21446829623627392,0.19159210362788023,0.2256501304190695,0.042464685841175444,0.1290751426852794,0.0,0.0,0.0,6.683967811651182e-05,72.18368005752563
36,1.2111967388522682,0.22356366755610163,0.19586794628454238,0.22682579531909175,0.04587993066728962,0.12732350466991263,0.0,0.0,0.0,6.920858494812102e-05,69.31610155105591
37,1.1935063562752528,0.21344359990868841,0.19699771036549904,0.22081947023646112,0.04311422260950153,0.12513592853054903,0.0,0.0,0.0,7.15303167226279e-05,74.33978462219238
38,1.2150009155416033,0.21993493827830768,0.19816257736899637,0.22725428779872411,0.049529513965383666,0.12379444873519688,0.0,0.0,0.0,7.379850871978563e-05,67.39547681808472
39,1.185668657057023,0.20773811389371288,0.1988346629946506,0.22361992310251347,0.038429900400943774,0.11937673034761369,0.0,0.0,0.0,7.600694299155792e-05,68.6554524898529
40,1.139903730966828,0.2088819417454142,0.18764533032106157,0.21395276059089094,0.036381963911687555,0.11775107246057162,0.0,0.0,0.0,7.814956540780036e-05,72.35522222518921
41,1.1847251601624147,0.22077745637682636,0.19787097479435103,0.21855963552682595,0.03697930198146884,0.11479584262962564,0.0,0.0,0.0,8.022050225285648e-05,72.49307012557983
42,1.1928351977082532,0.2117729188838715,0.20257893905186197,0.22089739685708826,0.03908710777182349,0.11334095857636424,0.0,0.0,0.0,8.221407632757162e-05,69.19619703292847
43,1.187895727285928,0.21990508860106353,0.2042760268259241,0.21293918228748313,0.03610260731418391,0.10612076470983754,0.0,0.0,0.0,8.412482251258262e-05,74.24968147277832
44,1.1986768865271618,0.21759929678082002,0.20955210428631477,0.2175043701911657,0.03579552898008461,0.09912137956911048,0.0,0.0,0.0,8.594750275021896e-05,78.70920848846436
45,1.2191635755973569,0.22133183402887158,0.2133573883226471,0.21952212259672474,0.04058067071662154,0.09765677597222217,0.0,0.0,0.0,8.767712040394435e-05,80.86473321914673
46,1.200986426911856,0.21913629344722443,0.21239629786675485,0.21581608773561187,0.03380048065155192,0.0950446688655305,0.0,0.0,0.0,8.93089339559742e-05,74.37099289894104
47,1.2112654757699328,0.21822173401945089,0.21801572212833537,0.2134772217587421,0.03322324092868514,0.09229611462922366,0.0,0.0,0.0,9.083847000551873e-05,76.04988884925842
48,1.1884868263342734,0.2164486117647631,0.20990179500511388,0.2139753902856813,0.032168187274235246,0.09618924607291068,0.0,0.0,0.0,9.226153553201904e-05,70.57303667068481
49,1.2028934602674686,0.21913634699158835,0.21621434912798507,0.21204186961696478,0.031781345756864414,0.0912908420688584,0.0,0.0,0.0,9.35742293897577e-05,75.43699908256531
50,1.149625289525712,0.2057523299264833,0.20505755492731145,0.20966394381089645,0.029635420492580854,0.08940093208975537,0.0,0.0,0.0,9.477295300233328e-05,70.02765345573425
51,1.1459282159662703,0.20727617504926282,0.20357050931161386,0.210129963938129,0.029378563459612057,0.088431992434393,0.0,0.0,0.0,9.585442022768099e-05,69.3688554763794
52,1.1541285261012721,0.21164064707889546,0.20223585684543127,0.21176702800122174,0.032219439827321714,0.09179384430840336,0.0,0.0,0.0,9.681566636659614e-05,74.57789778709412
53,1.117339341763104,0.2030591095516984,0.1961218727191099,0.2075242820111188,0.030203748262961613,0.08818658398805213,0.0,0.0,0.0,9.765405629006434e-05,70.59489011764526
54,1.128120124981734,0.19823965948614242,0.20020692285738492,0.20851780228209837,0.030780209231753713,0.08996168547365636,0.0,0.0,0.0,9.836729166311892e-05,69.08236575126648
55,1.1386504739023853,0.2066250212666574,0.201231580205333,0.20940003672427537,0.03138876966193528,0.08754190675659176,0.0,0.0,0.0,9.895341724542183e-05,70.91838955879211
56,1.1241710210245761,0.20083363445110297,0.20130581867827646,0.20809583754488156,0.026171415055740686,0.08515267738455273,0.0,0.0,0.0,9.941082625129618e-05,68.87869238853455
57,1.124490098733651,0.18947579636590547,0.20474470812720402,0.20539852303038372,0.028765181071156602,0.08661646700328278,0.0,0.0,0.0,9.97382647545164e-05,66.51780700683594
